Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Reference_Parameter,V_times_I,Current_sq,Voltage_sq,Current_x_Duration
TRN-0399,10.3861,18.7855,32.6305,50.6218,6.3956,6.3908,8.4581,20.3764,13.2902,195.10808155,352.89501025,107.87107321000002,950.9558238999999
TRN-0392,10.1905,67.5579,25.3445,35.5989,9.0985,10.207,10.7316,48.0055,18.7934,688.44877995,4564.069852410001,103.84629025,2404.98692631
TRN-0922,29.8423,23.2777,32.2842,35.1458,16.0758,13.5681,21.498,52.7638,20.4154,694.66010671,541.85131729,890.5628692900001,818.11338866
TRN-0674,10.2641,67.6886,36.7714,5.0434,8.766,10.3713,10.3567,76.1003,21.7744,694.7625592599999,4581.746569959999,105.35174880999998,341.38068524
TRN-0805,15.6191,87.307,31.2849,31.8206,12.6735,13.9206,15.2714,60.0861,30.0341,1363.6567637,7622.512249,243.95628481,2778.1611242
TRN-0849,18.5832,83.5181,42.8469,19.2857,13.6044,14.8572,16.5177,38.1275,31.9025,1552.0335559200003,6975.273027610001,345.33532224000004,1610.70502117
TRN-0720,8.7305,38.7524,42.7652,39.973,6.9272,7.8504,8.7984,39.3478,15.6642,338.3278282,1501.7485057600002,76.22163024999999,1549.0496852
TRN-0244,13.7541,79.6813,23.9523,25.6729,11.413,12.2854,13.6117,77.2696,23.4988,1095.9445683299998,6349.109569689999,189.17526680999998,2045.6500467699998
TRN-0584,14.8001,41.6142,34.1941,23.5459,9.4725,9.6892,11.9039,71.7649,16.9156,615.89432142,1731.7416416399997,219.04296001,979.84379178
TRN-0393,22.8787,26.2566,33.3296,26.8598,12.6389,11.2659,16.9462,36.961,18.0061,600.71687442,689.40904356,523.4349136899999,705.24702468
TRN-0046,12.6004,70.012,26.6228,27.805,10.1212,11.1769,11.9567,43.7905,20.5183,882.1792048000001,4901.680144,158.77008016000002,1946.68366
TRN-0055,13.7835,22.704,46.1581,56.4581,8.6208,8.5332,11.4585,31.2953,18.0216,312.940584,515.471616,189.98487225,1281.8247024
TRN-0040,30.7001,21.7619,23.3392,38.6122,16.4355,8.515,22.2017,59.9267,19.5066,668.09250619,473.58029161,942.49614001,840.2748351800001
TRN-0604,29.1572,28.9227,36.6761,40.8287,16.2795,7.4881,21.7575,56.1516,21.4041,843.30494844,836.52257529,850.1423118399999,1180.87624149
TRN-0383,19.269,79.1736,31.6065,46.7932,14.3271,14.7891,17.4732,49.4543,27.4728,1525.5960983999998,6268.458936959999,371.2943609999999,3704.7860995199994
TRN-0631,16.4187,61.9808,30.0559,32.3224,12.0878,12.3883,16.9269,29.1391,18.9129,1017.6441609600001,3841.61956864,269.57370969000004,2003.3682099200003
TRN-0596,14.7864,22.9753,32.572,55.831,8.9076,8.5735,11.5828,49.4543,16.1452,339.72197592000003,527.86441009,218.63762496,1282.7339743
TRN-0954,9.0295,82.9809,39.0311,45.0216,9.3595,11.461,11.1991,41.8283,28.6045,749.2760365500001,6885.829764810001,81.53187025000001,3735.9328874400003
TRN-0069,10.6599,55.4415,45.4533,57.3204,8.7772,10.33,10.7495,50.0292,18.0376,591.00084585,3073.75992225,113.63346801,3177.9289565999998
TRN-0195,14.6346,44.3665,26.2526,39.6835,10.1485,10.0617,12.6422,48.8083,15.6746,649.2859809,1968.3863222500001,214.17151716,1760.6180027500002
TRN-0104,19.0061,71.4244,23.5275,37.0969,13.4861,13.6011,16.8051,48.3686,21.7428,1357.4992888400002,5101.444915360001,361.23183721,2649.62382436
TRN-0751,11.0406,64.0415,40.4972,35.006,9.1935,10.7225,11.2221,46.527,22.9613,707.0565849,4101.31372225,121.89484835999998,2241.836749
TRN-0537,18.6335,82.6128,23.4196,29.3012,13.8318,14.213,16.8344,51.8193,26.1312,1539.3656088,6824.874723839999,347.20732225000006,2420.65417536
TRN-0348,18.6216,39.1216,29.5936,25.5068,10.9669,10.4217,13.9351,53.0223,17.3091,728.50678656,1530.4995865600001,346.76398656000003,997.86682688
TRN-0730,15.3273,38.6999,49.7777,59.2633,10.4496,10.8623,13.4307,39.9543,22.7637,593.16497727,1497.68226001,234.92612529,2293.48378367
TRN-0961,25.6003,45.6984,36.3889,34.2858,15.3215,14.1184,19.8526,55.4214,20.6785,1169.89274952,2088.34376256,655.3753600900001,1566.80620272
TRN-0818,31.0474,62.9038,35.1896,55.5623,19.3378,17.6333,25.0756,55.3385,28.5424,1952.99944012,3956.8880544399995,963.94104676,3495.0798067399996
TRN-0794,14.4618,61.9058,19.4627,33.2112,11.0829,11.4122,13.8348,34.7131,16.3831,895.2692984400001,3832.3280736399997,209.14365924,2055.96590496
TRN-0488,9.8739,48.5443,43.9823,34.3589,7.7772,9.2292,9.8748,83.8846,16.7146,479.32156377,2356.54906249,97.49390121000002,1667.92874927
TRN-0577,26.2007,23.6865,40.4527,22.249,14.2341,12.3775,18.9363,43.5085,19.5382,620.60288055,561.0502822499999,686.47668049,527.0009385
TRN-0388,15.6353,93.2888,38.4491,16.0241,12.4655,14.2449,15.0064,52.6342,35.8424,1458.59837464,8702.800205439999,244.46260609000004,1494.86906008
TRN-0490,22.4352,87.399,34.984,8.6671,21.8695,16.3441,19.4985,66.3187,33.2397,1960.8140448,7638.585201,503.33819903999995,757.4958729
TRN-0774,13.1669,55.9826,37.9946,32.6052,9.6036,10.6482,12.0089,51.8564,17.6295,737.11729594,3134.05150276,173.36725561,1825.32386952
TRN-0590,19.0194,19.1802,35.4244,47.6908,10.8729,9.8968,14.7725,63.4353,17.0471,364.79589588,367.88007203999996,361.73757636000005,914.71908216
TRN-0968,16.2319,44.2376,28.252,32.7977,10.808,1.0,13.7394,58.1263,17.1679,718.06029944,1956.96525376,263.47457761,1450.89153352
TRN-0601,15.4779,79.9642,26.6642,23.6025,12.3091,13.4402,14.9589,32.7272,25.3258,1237.6778911800002,6394.273281640001,239.56538841,1887.3550305
TRN-0694,12.362,80.5709,36.3399,24.5401,10.7301,12.2892,12.8727,46.5269,26.5544,996.0174658,6491.669926809999,152.819044,1977.2179430899998
TRN-0996,25.2864,105.1935,21.2535,30.031,18.4286,18.6152,22.6584,44.7668,44.5171,2659.9649184,11065.67244225,639.4020249600001,3159.0659984999998
TRN-0550,28.8379,92.9334,31.6963,6.1701,19.1578,19.1947,24.0263,68.1967,38.0388,2680.0040958600002,8636.61683556,831.62447641,573.40837134
TRN-0362,26.0027,31.8043,38.6549,39.2623,14.4526,12.9979,18.9192,41.6736,20.6107,826.9976716100001,1011.5134984900001,676.1404072900001,1248.7099678900001
TRN-0403,14.602,90.8334,34.272,23.6169,12.1854,13.8431,14.3235,48.328,32.9934,1326.3493068,8250.70655556,213.21840400000002,2145.20332446
TRN-0895,13.303,23.5239,36.4808,54.2996,8.24,8.2477,11.1047,60.4973,15.8924,312.93844170000006,553.3738712100001,176.96980900000003,1277.33836044
TRN-0710,14.9713,90.0616,47.0818,58.286,13.306,15.1173,16.1489,49.4095,38.455,1348.3392320799999,8111.0917945599995,224.13982369,5249.3304176
TRN-0081,15.3642,103.1518,32.9891,37.3924,13.7518,15.742,16.2821,60.6418,22.2325,1584.84488556,10640.293843239999,236.05864164000002,3857.09336632
TRN-0505,27.9057,79.2635,35.0412,51.9587,18.3341,18.1298,22.974,50.8913,31.4153,2211.9034519499996,6282.702432249999,778.72809249,4118.42841745
TRN-0671,22.0527,73.0502,31.3211,59.7622,15.2807,15.2178,18.7654,49.4543,26.3962,1610.9541455400001,5336.331720040001,486.32157729000005,4365.640662440001
TRN-0923,20.3823,81.3954,43.0469,42.3267,14.7449,15.4901,17.9001,68.6376,31.9883,1659.02546142,6625.211141159999,415.43815329,3445.19867718
TRN-0456,16.2823,42.0499,42.1286,55.2509,10.933,11.001,14.1658,34.9553,18.4806,684.66908677,1768.19409001,265.11329329,2323.29481991
TRN-0864,17.7488,98.5119,38.5198,30.0701,14.3138,15.8699,17.2717,65.6793,41.152,1748.46801072,9704.59444161,315.01990143999996,2962.26268419
TRN-0728,12.9937,91.5476,34.1973,59.2556,11.6285,13.3281,13.6989,39.3368,33.532,1189.54205012,8380.963065760001,168.83623969,5424.70796656
TRN-0795,19.6172,75.9294,47.4861,24.8512,14.0893,15.1071,17.4548,11.4004,32.7368,1489.52222568,5765.27378436,384.83453584,1886.9367052799998
TRN-0339,19.8769,88.9244,43.516,5.905,14.5352,15.9001,18.022,47.0218,35.8431,1767.54140636,7907.548915360001,395.09115361,525.0985820000001
TRN-0755,10.3894,48.2646,38.2092,52.4993,8.0078,9.087,1.0,55.6166,16.6688,501.44023524000005,2329.4716131600003,107.93963236,2533.85771478
TRN-0926,27.2448,94.7248,46.3557,8.5644,18.461,18.9053,23.0699,55.0239,44.069,2580.7582310400003,8972.78773504,742.27912704,811.26107712
TRN-0340,15.9289,42.4987,37.1452,21.9601,10.0484,10.4299,13.1923,47.0975,17.1411,676.95754243,1806.1395016899999,253.72985521,933.27570187
TRN-0624,21.2688,60.1272,41.6207,7.4565,13.4904,13.7243,17.1971,63.1803,20.5506,1278.83339136,3615.28017984,452.36185343999995,448.33846680000005
TRN-0985,31.1523,68.3503,25.5586,59.5274,19.4935,17.927,24.8405,47.4029,26.3345,2129.2690506900003,4671.763510090001,970.4657952900001,4068.7156482200003
TRN-0860,24.0826,100.8102,38.7076,45.2535,17.6853,18.6204,21.645,52.8524,45.3171,2427.77172252,10162.69642404,579.97162276,4562.0143857
TRN-0560,16.1905,108.6933,41.8279,25.9057,14.0794,16.4719,16.642,45.5852,50.7461,1759.79887365,11814.233464889998,262.13229025,2815.7760218099997
TRN-0811,9.9206,20.4528,30.4694,39.4752,6.1355,6.2873,7.9233,49.787,13.4197,202.90404768,418.31702784,98.41830436000001,807.37837056
TRN-0395,22.5343,64.3109,38.331,33.4681,14.7128,14.8326,18.3668,42.5264,26.0598,1449.2011138700002,4135.8918588100005,507.7946764900001,2152.36363229
TRN-0839,17.7608,75.605,32.4239,44.923,9.5081,18.8042,16.0689,59.2908,26.1826,1342.805284,5716.116025,315.44601664,3396.403415
TRN-0779,25.1402,21.4874,30.0153,21.5418,13.418,11.7585,17.7983,42.8532,17.9676,540.1975334800001,461.70835876000007,632.02965604,462.87727332
TRN-0543,31.2911,105.0903,31.7883,17.9763,21.0594,20.9426,26.2067,40.3385,49.5902,3288.39108633,11043.97115409,979.13293921,1889.1347598899997
TRN-0158,12.482,83.5838,47.1746,30.2478,10.9729,13.2646,13.0821,47.6153,33.0264,1043.2929915999998,6986.25162244,155.800324,2528.22606564
TRN-0799,30.8482,39.4561,32.0324,45.0936,17.3909,15.3215,22.5071,40.493,21.9518,1217.1496640199998,1556.78382721,951.6114432399999,1779.21759096
TRN-0946,13.2616,50.6899,55.0,49.9586,9.9141,11.1639,12.718,51.5653,31.2415,672.22917784,2569.46596201,175.87003456,2532.39643814
TRN-0927,29.9956,79.3101,32.0155,17.061,18.8294,18.2246,23.9815,35.0363,22.272,2378.95403556,6290.091962010001,899.73601936,1353.1096161
TRN-0952,19.9942,26.8465,29.7538,57.0471,11.6796,10.6768,15.1548,40.8558,17.1858,536.7742903,720.73456225,399.76803364,1531.51497015
TRN-0608,23.0912,102.831,33.9404,27.2584,17.0564,18.1608,20.6736,35.8498,45.0975,2374.4911872000002,10574.214561,533.20351744,2803.0085304000004
TRN-0212,28.1417,37.9691,30.4029,8.6425,15.5882,13.9026,20.4289,63.8414,19.7482,1068.51502147,1441.6525548099999,791.95527889,328.14794674999996
TRN-0480,27.322,76.3904,41.6053,33.0416,17.5094,17.3568,22.1297,45.2954,31.3074,2087.1385087999997,5835.4932121599995,746.491684,2524.06104064
TRN-0904,27.5889,104.0795,31.2045,10.8247,19.3299,19.5557,23.7529,57.4735,46.9314,2871.4389175499996,10832.542320249999,761.14740321,1126.62936365
TRN-0607,31.6984,85.383,34.2637,43.8615,20.6039,19.7762,26.059,39.3149,35.5228,2706.5044872,7290.256688999999,1004.78856256,3745.0264544999995
TRN-0855,18.223,90.6313,43.6143,44.7851,14.0844,15.6534,17.2858,55.8555,37.0514,1651.5741798999998,8214.032539689999,332.077729,4058.93183363
TRN-0879,11.3702,44.4605,35.0734,18.8139,7.6823,8.5735,9.4497,32.7382,15.8432,505.52477710000005,1976.7360602500003,129.28144804000001,836.4754009500001
TRN-0667,20.5759,66.0268,39.7271,8.0398,13.5048,14.0092,16.7079,49.4543,25.1861,1358.56083412,4359.538318239999,423.36766081,530.8422666399999
TRN-0232,25.2036,28.9334,44.802,5.7853,13.8939,12.7363,18.2984,27.0032,20.0864,729.22584024,837.1416355599999,635.2214529600001,167.38839902
TRN-0299,10.8536,90.8684,43.7084,46.912,10.7011,13.351,12.6556,36.3631,34.8475,986.24926624,8257.066118559998,117.80063296,4262.818380799999
TRN-0629,14.2988,42.785,24.3751,19.3489,9.2957,9.3953,11.7582,36.5274,14.9091,611.7741579999999,1830.5562249999998,204.45568144,827.8426864999999
TRN-0858,12.0426,90.9269,41.1424,58.8622,11.5075,13.5628,13.7263,25.9471,35.2273,1094.99628594,8267.70114361,145.02421476,5352.15737318
TRN-0994,31.479,66.1376,36.8939,37.3446,19.2898,18.0916,25.1163,49.7064,29.066,2081.9455104000003,4374.18213376,990.9274409999999,2469.8822169600003
TRN-0306,12.0896,66.764,43.546,58.8661,10.5087,11.768,12.7788,48.0543,25.4666,807.1500544,4457.431696,146.15842816000003,3930.1363004
TRN-0654,30.356,29.8437,35.6745,25.3967,16.4481,14.2943,21.8471,51.0801,21.3468,905.9353572,890.6464296899999,921.4867360000001,757.93149579
TRN-0917,20.7858,80.9429,23.3754,28.3602,14.7805,15.0026,17.928,50.4003,26.1378,1682.4629308199997,6551.753060409999,432.04948163999995,2295.5568325799995
TRN-0231,8.9741,73.6868,34.6765,46.3911,9.1534,10.9602,11.1196,54.2336,23.0156,661.2727118800001,5429.744494240001,80.53447081,3418.41170748
TRN-0460,13.0325,36.4353,31.118,31.2438,8.8575,9.0498,11.462,46.7658,15.5132,474.84304725,1327.53108609,169.84605625,1138.37722614
TRN-0492,26.974,109.1412,35.2551,20.336,19.3928,19.9942,23.712,49.4724,53.2122,2943.9747288,11911.80153744,727.596676,2219.4954432
TRN-0825,14.2264,65.2297,43.697,14.8851,10.7876,12.0693,13.4388,52.6319,24.4596,927.9838040799999,4254.913762089999,202.39045696,970.9506074699999
TRN-0279,28.1433,53.0824,26.9006,24.9433,16.5775,15.0595,21.2309,39.2582,20.5945,1493.91390792,2817.74118976,792.04533489,1324.05022792
TRN-0580,20.7178,87.4295,35.0108,32.2177,15.2348,16.1487,18.891,37.4758,33.0419,1811.3468951000002,7643.91747025,429.22723684000005,2816.7774021500004
TRN-0992,20.0663,24.483,20.4949,24.4851,11.0659,9.547,14.6624,45.0741,15.1198,491.28322289999994,599.417289,402.65639568999995,599.4687033
TRN-0934,28.9521,51.5316,32.3843,17.1933,17.032,15.6461,22.026,46.7956,21.7565,1491.94803636,2655.5057985599997,838.2240944100001,885.99825828
TRN-0639,11.2055,43.5114,28.9708,11.36,7.9908,8.2359,9.713,27.978,14.831,487.56699270000007,1893.24192996,125.56323025000002,494.289504
TRN-0925,13.0887,88.1928,20.6398,53.3602,11.8486,13.1677,14.1438,49.4543,27.0547,1154.32910136,7777.969971840001,171.31406768999997,4705.98544656
TRN-0248,31.1702,18.7008,31.3748,17.3117,16.3683,13.5779,21.9244,29.7631,19.7809,582.90767616,349.71992064000005,971.58136804,323.74263936
TRN-0603,8.8562,61.272,41.5147,49.39,8.24,10.1728,10.0057,52.6683,17.5078,542.6370863999999,3754.257984,78.43227843999999,3026.22408
TRN-0331,11.7783,61.7532,36.1857,44.4969,9.8411,11.0247,12.0563,42.2089,17.8132,727.34771556,3813.45771024,138.72835089,2747.8259650799996
TRN-0880,14.3554,80.7277,36.6894,42.2005,11.6525,12.9311,14.0514,43.5984,27.8627,1158.87842458,6516.9615472899995,206.07750915999998,3406.7493038499997
TRN-0957,13.6601,20.7979,28.9273,8.7786,7.6502,7.3796,9.8889,49.1654,13.8318,284.10139379,432.5526444099999,186.59833201,182.57644494000002
TRN-0049,16.6379,22.9675,37.3504,24.5539,9.2704,8.9039,12.3042,61.3833,18.2907,382.13096824999997,527.50605625,276.81971640999996,563.94169825
TRN-0672,10.4017,94.176,42.7809,47.8004,10.658,13.2771,12.2693,48.7245,36.7346,979.5904992000001,8869.118976,108.19536289,4501.650470400001
TRN-0149,30.0603,30.6259,45.1385,20.2957,16.4249,14.5254,22.0025,63.7675,22.5606,920.62374177,937.94575081,903.62163609,621.57407863
TRN-0043,26.7385,70.3804,36.3881,33.2994,17.2828,16.7397,21.7568,56.2922,28.2093,1881.8663253999998,4953.400704159999,714.9473822499999,2343.6250917599996
TRN-0475,8.4407,29.3713,26.736,15.0339,5.5953,6.0394,7.1674,56.8469,12.4217,247.91433191000002,862.6732636900001,71.24541649,441.56518707
TRN-0094,20.2004,33.8246,42.3345,56.0389,12.275,11.9758,16.3095,46.8705,19.4108,683.2704498399999,1144.1035651599998,408.05616015999993,1895.4933769399997
TRN-0699,25.3968,42.5781,45.648,32.0126,14.7369,14.0347,19.4984,26.1358,21.9877,1081.34749008,1812.89459961,644.9974502399999,1363.03568406
TRN-0429,18.2082,87.8108,29.2494,47.7102,14.4553,15.2315,17.5997,68.9768,31.3554,1598.8766085600002,7710.73659664,331.53854724000007,4189.47083016
TRN-0222,8.156,109.6769,19.718,56.7778,10.701,13.1576,11.8038,53.4784,43.3669,894.5247964000001,12029.022393610001,66.52033600000001,6227.21309282
TRN-0942,19.2054,107.1021,18.0,5.8085,15.358,16.4014,25.0,52.6974,42.6685,2056.93867134,11470.859824409998,368.84738916000003,622.10254785
TRN-0606,20.5377,78.2359,45.0899,11.444,14.2227,15.1222,17.7694,61.2312,31.1359,1606.78544343,6120.85604881,421.79712129000006,895.3316396000001
TRN-0657,10.1548,78.9897,19.9993,20.4257,9.6,10.9935,11.063,49.5939,20.3016,802.12460556,6239.37270609,103.11996304,1613.4199152899998
TRN-0465,14.5587,27.9441,37.8851,26.3035,8.8334,8.649,11.501,65.7546,15.6287,406.82976866999996,780.8727248099999,211.95574569,735.02763435
TRN-0197,14.2408,105.479,30.9985,30.0336,13.0315,14.9384,15.307,57.4108,43.6497,1502.1053432,11125.819441,202.80038464,3167.9140944
TRN-0824,8.0753,73.0359,34.8506,57.1359,8.5944,10.5842,9.8138,40.2737,23.1994,589.7868032700001,5334.24268881,65.21047009,4172.97187881
TRN-0564,15.1124,15.9033,29.8045,46.0193,8.8306,7.8828,11.7593,38.4735,15.0896,240.33703092,252.91495089,228.38463375999999,731.85873369
TRN-0359,11.9906,47.9505,29.2309,20.6433,8.6461,9.3415,11.1253,55.158,15.3801,574.9552653,2299.2504502499996,143.77448836000002,989.85655665
TRN-0005,31.7051,81.847,21.9615,30.4523,20.2277,25.4034,25.5256,43.5755,29.9111,2594.9673196999997,6698.931408999999,1005.2133660100001,2492.4293981
TRN-0682,22.2018,29.935,38.0634,19.593,12.7022,11.7903,0.0,45.4414,18.6498,664.610883,896.1042249999999,492.91992323999995,586.516455
TRN-0011,10.0962,75.7603,26.4536,6.7376,9.2036,10.7256,10.7899,40.4481,20.9826,764.89114086,5739.62305609,101.93325444,510.44259728
TRN-0753,11.4114,83.2642,29.5597,22.0587,10.3796,12.1992,12.4018,45.845,26.0354,950.1610918800001,6932.9270016400005,130.22004996,1836.7000085400002
TRN-0610,17.4596,49.3322,31.8449,47.1965,11.9265,11.6705,15.3176,17.9856,18.4186,861.32047912,2433.66595684,304.83763215999994,2328.3071773
TRN-0752,27.5321,104.1348,19.8537,20.3276,18.9002,18.7125,22.945,53.9321,43.4268,2867.04972708,10844.05657104,758.01653041,2116.81056048
TRN-0472,30.5658,68.7743,28.8329,18.2417,18.7264,17.2179,23.8314,49.7545,26.4916,2102.14149894,4729.904340489999,934.26812964,1254.5601483100002
TRN-0625,9.9363,72.7565,28.4236,57.0454,9.2928,10.7725,11.2855,60.3008,21.489,722.93041095,5293.5082922500005,98.73005768999998,4150.423645100001
TRN-0516,25.6953,78.0962,33.7458,10.1444,16.9421,16.6385,21.2893,40.3443,29.074,2006.7052878599998,6099.0164544399995,660.24844209,792.2390912799999
TRN-0192,16.625,65.7594,25.9257,51.4749,12.474,12.7318,15.4054,44.6741,21.2644,1093.250025,4324.29868836,276.390625,3384.95853906
TRN-0593,12.9218,79.841,18.253,11.1248,10.3988,11.397,12.3804,63.657,20.6349,1031.6894338,6374.585280999999,166.97291524,888.2151567999999
TRN-0989,10.767,88.2289,31.8686,9.0143,10.0355,12.2805,11.6549,35.0607,28.7248,949.9605662999999,7784.338795209999,115.92828899999999,795.32177327
TRN-0345,13.1113,42.1604,32.3812,21.9573,9.0446,9.4425,11.199,45.4795,15.9588,552.7776525200001,1777.4993281600002,171.90618769,925.7285509200001
TRN-0972,9.2753,83.9534,36.9842,8.8285,8.9458,11.4295,10.3373,47.968,27.14,778.69297102,7048.17337156,86.03119009,741.1825919
TRN-0611,24.2081,49.7246,37.6504,49.9756,15.0106,13.9152,19.7526,44.456,21.0417,1203.7380892600002,2472.53584516,586.03210561,2485.0167197600003
TRN-0387,22.1857,108.7758,46.1122,9.3895,16.6736,18.3914,20.4109,42.2442,54.9288,2413.26726606,11832.174665640001,492.20528449000005,1021.3503741000001
TRN-0739,25.8255,92.7611,21.4121,43.8191,18.0762,17.7884,22.3099,49.4543,34.6014,2395.6017880500003,8604.62167321,666.9564502500001,4064.70791701
TRN-0385,21.4684,24.2074,51.1547,9.6704,4.2763,11.1726,15.5607,34.8294,24.3642,519.69414616,585.99821476,460.89219855999994,234.09524096
TRN-0750,29.7969,106.9523,26.6934,41.0805,24.0889,26.7829,26.1942,58.5502,49.6786,3186.84698787,11438.794475289998,887.8552496100001,4393.65396015
TRN-0903,13.3298,38.8389,36.8858,41.6901,8.9888,9.1864,11.3527,45.5143,16.0267,517.7147692200001,1508.4601532100003,177.68356804,1619.19762489
TRN-0738,29.8147,87.4272,30.4699,31.5319,19.7454,18.994,24.7047,50.4352,34.8402,2606.61573984,7643.51529984,888.91633609,2756.74572768
TRN-0282,19.8436,19.3347,26.5655,38.0176,11.1156,9.505,14.7531,76.5468,16.3934,383.67005292,373.8306240900001,393.76846095999997,735.0588907200001
TRN-0291,30.2047,71.6651,36.8927,13.263,16.0347,24.0258,23.2583,42.36,28.7441,2164.6228459699996,5135.886558009999,912.3239020899999,950.4942212999999
TRN-0778,16.604,61.3112,28.0844,31.8997,11.5426,11.8832,14.3926,45.6454,17.9512,1018.0111648,3759.0632454399997,275.692816,1955.8088866399999
TRN-0484,28.1256,35.4388,27.763,31.9165,15.7323,13.6462,20.7239,46.9256,20.0187,996.7375132799999,1255.9085454400001,791.0493753599999,1131.0824602
TRN-0466,17.4179,59.3084,41.5584,39.7374,12.1441,12.6869,15.4975,69.6562,19.8007,1033.02778036,3517.4863105599998,303.38324041,2356.76161416
TRN-0164,8.6726,39.93,24.607,16.2767,6.5397,7.3449,8.0776,48.1796,13.716,346.29691799999995,1594.4049,75.21399075999999,649.9286310000001
TRN-0643,19.421,64.6782,36.3881,37.1871,13.2121,13.4758,16.7204,51.2379,24.5014,1256.1153222,4183.269555240001,377.17524099999997,2405.19469122
TRN-0822,18.6213,87.9184,42.9191,47.5586,14.297,15.3358,17.123,42.1204,35.5169,1637.1549019200002,7729.6450585600005,346.75281369000004,4181.27601824
TRN-0981,10.7595,105.278,24.2426,52.1488,11.62,13.9275,13.3055,59.7584,41.5242,1132.738641,11083.457284000002,115.76684024999999,5490.121366400001
TRN-0908,27.8591,102.5299,53.6441,24.494,19.5418,20.3744,24.2225,67.1528,61.5848,2856.39073709,10512.380394009999,776.1294528100001,2511.3673706
TRN-0619,26.3233,46.2621,33.3481,11.6472,15.1545,14.1351,19.8306,55.0993,20.4688,1217.77113693,2140.18189641,692.91612289,538.82393112
TRN-0725,8.1896,17.9727,30.2487,21.0372,5.1127,5.1157,6.9266,53.0493,12.1006,147.18922392000002,323.01794529,67.06954816000001,378.09528443999994
TRN-0027,13.0095,81.6662,36.1891,30.9851,10.9107,12.4719,13.212,41.6236,27.5462,1062.4364289,6669.368222440001,169.24709024999999,2530.43537362
TRN-0977,30.4893,66.2271,30.3915,20.2387,18.5269,17.2667,23.8067,28.6405,26.2595,2019.2179200299997,4386.028774409999,929.59741449,1340.35040877
TRN-0846,21.304,76.9652,36.8208,32.1562,14.8184,15.2216,18.4954,46.6681,28.84,1639.6666207999997,5923.6420110399995,453.86041599999993,2474.9083642399996
TRN-0802,27.5341,71.2459,40.3411,26.0415,13.62775,16.6662,21.4988,30.8119,29.7294,1961.6917351900001,5075.978266810001,758.12666281,1855.3501048500002
TRN-0613,28.6824,17.4567,31.8156,44.5882,15.2978,12.6121,20.6883,30.8928,19.9859,500.70005208000003,304.73637489000004,822.68006976,778.3628309400001
TRN-0375,24.5231,33.6836,33.5914,39.5702,14.0647,12.4138,18.4652,43.0798,19.3717,826.0262911599999,1134.58490896,601.38243361,1332.86678872
TRN-0567,30.1268,104.773,33.1834,28.274,20.8195,20.8039,25.8688,33.5798,49.668,3156.4752163999997,10977.381528999998,907.62407824,2962.351802
TRN-0661,12.8536,40.5512,40.5286,13.2647,8.3338,9.0615,10.5083,45.9673,16.2105,521.22890432,1644.39982144,165.21503296,537.89950264
TRN-0861,17.8071,15.9379,32.8941,21.6395,9.3956,8.4354,12.5726,70.5344,15.1523,283.80777909,254.01665641000002,317.09281040999997,344.88818705000006
TRN-0638,9.6614,48.9719,44.3368,45.4107,7.8401,9.2749,9.8958,69.2487,16.9161,473.13711466,2398.2469896099997,93.34264996,2223.84825933
TRN-0514,26.955,45.9404,34.6901,13.1187,15.7412,14.3547,20.4262,54.4091,20.7535,1238.3234819999998,2110.5203521599997,726.5720249999999,602.67832548
TRN-0259,23.0657,42.911,38.0517,39.6462,13.8359,12.9469,17.9174,63.5056,20.3868,989.7722527,1841.3539210000001,532.02651649,1701.2580882
TRN-0933,17.3708,23.4709,18.735,59.2931,10.2461,25.0,13.3719,57.3816,14.744,407.70830972,550.88314681,301.74469264,1391.6624207900002
TRN-0785,29.2826,95.2054,38.905,21.6583,19.4396,19.4103,24.0824,44.8928,41.8587,2787.86164604,9064.06818916,857.4706627599999,2061.98711482
TRN-0571,13.3798,108.8273,47.6743,39.2389,12.902,15.7407,14.9064,41.0039,54.0826,1456.0875085399998,11843.381225289999,179.01904803999997,4270.26354197
TRN-0101,27.1641,67.3367,30.467,27.2513,16.6269,15.7919,20.9665,17.2228,25.5682,1829.1408524699998,4534.231166889999,737.8883288100001,1835.0126127099998
TRN-0308,23.1844,42.4018,45.5385,31.0286,13.9486,13.2804,18.2066,50.251,21.1597,983.06029192,1797.91264324,537.51640336,1315.66849148
TRN-0447,9.8677,61.8151,26.3059,40.8132,8.7661,9.7498,10.4597,49.9564,16.3916,609.97286227,3821.10658801,97.37150328999998,2522.87203932
TRN-0354,19.99,35.7008,43.5281,16.9993,12.0356,11.3939,15.8399,48.0139,18.4616,713.658992,1274.54712064,399.60009999999994,606.8886094400001
TRN-0719,9.0559,36.9234,28.2051,39.725,6.465,6.9443,7.9157,57.0223,13.4854,334.37461806,1363.33746756,82.00932481,1466.782065
TRN-0517,14.5943,18.3444,38.0527,7.3834,8.2053,8.0438,10.9748,48.0008,14.8727,267.72367692,336.51701136,212.99359249000003,135.44404296
TRN-0956,26.9366,106.6938,40.8469,10.7934,19.0883,19.8202,23.5776,47.948,52.2691,2873.9682130799997,11383.566958439998,725.5804195599999,1151.58886092
TRN-0200,21.7524,47.4856,43.3585,56.2893,13.7971,13.4394,17.6142,20.2815,20.8623,1032.92576544,2254.88220736,473.1669057600001,2672.9311840799996
