Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Validity_Label,S1_minus_S2,S1_minus_S3,S2_minus_S3
TRN-0596,14.7864,22.9753,32.572,55.831,8.9076,8.5735,11.5828,49.4543,Valid,0.3341000000000012,-2.6752000000000002,-3.0093000000000014
TRN-0954,9.0295,82.9809,39.0311,45.0216,9.3595,11.461,11.1991,41.8283,Valid,-2.1014999999999997,-1.839599999999999,0.2619000000000007
TRN-0069,10.6599,55.4415,45.4533,57.3204,8.7772,10.33,10.7495,50.0292,Invalid,-1.5527999999999995,-1.9722999999999988,-0.4194999999999993
TRN-0195,14.6346,44.3665,26.2526,39.6835,10.1485,10.0617,12.6422,48.8083,Valid,0.08680000000000021,-2.4937000000000005,-2.5805000000000007
TRN-0104,19.0061,71.4244,23.5275,37.0969,13.4861,13.6011,16.8051,48.3686,Valid,-0.11500000000000021,-3.318999999999999,-3.203999999999999
TRN-0751,11.0406,64.0415,40.4972,35.006,9.1935,10.7225,11.2221,46.527,Valid,-1.529,-2.028599999999999,-0.49959999999999916
TRN-0537,18.6335,82.6128,23.4196,29.3012,13.8318,14.213,16.8344,51.8193,Valid,-0.38119999999999976,-3.0025999999999993,-2.6213999999999995
TRN-0348,18.6216,39.1216,29.5936,25.5068,10.9669,10.4217,13.9351,53.0223,Valid,0.5452000000000012,-2.9681999999999995,-3.5134000000000007
TRN-0730,15.3273,38.6999,49.7777,59.2633,10.4496,10.8623,13.4307,39.9543,Valid,-0.4126999999999992,-2.9810999999999996,-2.5684000000000005
TRN-0961,25.6003,45.6984,36.3889,34.2858,15.3215,14.1184,19.8526,55.4214,Valid,1.203100000000001,-4.531099999999999,-5.7341999999999995
TRN-0818,31.0474,62.9038,35.1896,55.5623,19.3378,17.6333,25.0756,55.3385,Valid,1.704500000000003,-5.7378,-7.442300000000003
TRN-0794,14.4618,61.9058,19.4627,33.2112,11.0829,11.4122,13.8348,34.7131,Valid,-0.3292999999999999,-2.751899999999999,-2.422599999999999
TRN-0488,9.8739,48.5443,43.9823,34.3589,7.7772,9.2292,9.8748,83.8846,Valid,-1.4520000000000008,-2.097600000000001,-0.6456
TRN-0577,26.2007,23.6865,40.4527,22.249,14.2341,12.3775,18.9363,43.5085,Valid,1.8566000000000003,-4.7021999999999995,-6.5588
TRN-0388,15.6353,93.2888,38.4491,16.0241,12.4655,14.2449,15.0064,52.6342,Valid,-1.779399999999999,-2.540899999999999,-0.7614999999999998
TRN-0490,22.4352,87.399,34.984,8.6671,21.8695,16.3441,19.4985,66.3187,Invalid,5.525399999999998,2.3709999999999987,-3.154399999999999
TRN-0774,13.1669,55.9826,37.9946,32.6052,9.6036,10.6482,12.0089,51.8564,Valid,-1.044599999999999,-2.4053000000000004,-1.3607000000000014
TRN-0590,19.0194,19.1802,35.4244,47.6908,10.8729,9.8968,14.7725,63.4353,Valid,0.9760999999999989,-3.8996000000000013,-4.8757
TRN-0968,16.2319,44.2376,28.252,32.7977,10.808,1.0,13.7394,58.1263,Invalid,9.808,-2.9314,-12.7394
TRN-0601,15.4779,79.9642,26.6642,23.6025,12.3091,13.4402,14.9589,32.7272,Valid,-1.1311,-2.649799999999999,-1.518699999999999
TRN-0694,12.362,80.5709,36.3399,24.5401,10.7301,12.2892,12.8727,46.5269,Valid,-1.559099999999999,-2.1426,-0.5835000000000008
TRN-0996,25.2864,105.1935,21.2535,30.031,18.4286,18.6152,22.6584,44.7668,Valid,-0.1866000000000021,-4.229800000000001,-4.043199999999999
TRN-0550,28.8379,92.9334,31.6963,6.1701,19.1578,19.1947,24.0263,68.1967,Valid,-0.03689999999999927,-4.868499999999997,-4.831599999999998
TRN-0362,26.0027,31.8043,38.6549,39.2623,14.4526,12.9979,18.9192,41.6736,Valid,1.4547000000000008,-4.4666,-5.9213000000000005
TRN-0403,14.602,90.8334,34.272,23.6169,12.1854,13.8431,14.3235,48.328,Valid,-1.6577000000000002,-2.1380999999999997,-0.4803999999999995
TRN-0895,13.303,23.5239,36.4808,54.2996,8.24,8.2477,11.1047,60.4973,Valid,-0.007699999999999818,-2.864699999999999,-2.8569999999999993
TRN-0710,14.9713,90.0616,47.0818,58.286,13.306,15.1173,16.1489,49.4095,Valid,-1.811300000000001,-2.842900000000002,-1.031600000000001
TRN-0081,15.3642,103.1518,32.9891,37.3924,13.7518,15.742,16.2821,60.6418,Invalid,-1.9902000000000015,-2.5303000000000004,-0.5400999999999989
TRN-0505,27.9057,79.2635,35.0412,51.9587,18.3341,18.1298,22.974,50.8913,Valid,0.20429999999999993,-4.639900000000001,-4.844200000000001
TRN-0671,22.0527,73.0502,31.3211,59.7622,15.2807,15.2178,18.7654,49.4543,Valid,0.06289999999999907,-3.4847,-3.547599999999999
TRN-0923,20.3823,81.3954,43.0469,42.3267,14.7449,15.4901,17.9001,68.6376,Valid,-0.7452000000000005,-3.155199999999999,-2.4099999999999984
TRN-0456,16.2823,42.0499,42.1286,55.2509,10.933,11.001,14.1658,34.9553,Valid,-0.06799999999999962,-3.232800000000001,-3.1648000000000014
TRN-0864,17.7488,98.5119,38.5198,30.0701,14.3138,15.8699,17.2717,65.6793,Valid,-1.556099999999999,-2.9578999999999986,-1.4017999999999997
TRN-0728,12.9937,91.5476,34.1973,59.2556,11.6285,13.3281,13.6989,39.3368,Valid,-1.6995999999999984,-2.0703999999999994,-0.3708000000000009
TRN-0795,19.6172,75.9294,47.4861,24.8512,14.0893,15.1071,17.4548,11.4004,Valid,-1.0178000000000011,-3.365499999999999,-2.347699999999998
TRN-0339,19.8769,88.9244,43.516,5.905,14.5352,15.9001,18.022,47.0218,Valid,-1.3649000000000004,-3.486799999999999,-2.1218999999999983
TRN-0755,10.3894,48.2646,38.2092,52.4993,8.0078,9.087,1.0,55.6166,Invalid,-1.0792000000000002,7.0078,8.087
TRN-0926,27.2448,94.7248,46.3557,8.5644,18.461,18.9053,23.0699,55.0239,Valid,-0.4443000000000019,-4.608900000000002,-4.1646
TRN-0340,15.9289,42.4987,37.1452,21.9601,10.0484,10.4299,13.1923,47.0975,Valid,-0.38149999999999906,-3.1438999999999986,-2.7623999999999995
TRN-0624,21.2688,60.1272,41.6207,7.4565,13.4904,13.7243,17.1971,63.1803,Valid,-0.23390000000000022,-3.7066999999999997,-3.4727999999999994
TRN-0985,31.1523,68.3503,25.5586,59.5274,19.4935,17.927,24.8405,47.4029,Valid,1.5665000000000013,-5.346999999999998,-6.913499999999999
TRN-0860,24.0826,100.8102,38.7076,45.2535,17.6853,18.6204,21.645,52.8524,Valid,-0.9350999999999985,-3.959699999999998,-3.0245999999999995
TRN-0560,16.1905,108.6933,41.8279,25.9057,14.0794,16.4719,16.642,45.5852,Valid,-2.392500000000002,-2.5625999999999998,-0.17009999999999792
TRN-0811,9.9206,20.4528,30.4694,39.4752,6.1355,6.2873,7.9233,49.787,Valid,-0.1517999999999997,-1.7877999999999998,-1.6360000000000001
TRN-0395,22.5343,64.3109,38.331,33.4681,14.7128,14.8326,18.3668,42.5264,Valid,-0.11979999999999968,-3.6540000000000017,-3.534200000000002
TRN-0839,17.7608,75.605,32.4239,44.923,9.5081,18.8042,16.0689,59.2908,Invalid,-9.296100000000001,-6.560799999999999,2.7353000000000023
TRN-0779,25.1402,21.4874,30.0153,21.5418,13.418,11.7585,17.7983,42.8532,Valid,1.6594999999999995,-4.380300000000002,-6.039800000000001
TRN-0543,31.2911,105.0903,31.7883,17.9763,21.0594,20.9426,26.2067,40.3385,Valid,0.11680000000000135,-5.147300000000001,-5.264100000000003
TRN-0158,12.482,83.5838,47.1746,30.2478,10.9729,13.2646,13.0821,47.6153,Valid,-2.2917000000000005,-2.1092000000000013,0.18249999999999922
TRN-0799,30.8482,39.4561,32.0324,45.0936,17.3909,15.3215,22.5071,40.493,Valid,2.069399999999998,-5.116200000000003,-7.185600000000001
TRN-0946,13.2616,50.6899,55.0,49.9586,9.9141,11.1639,12.718,51.5653,Valid,-1.2498000000000005,-2.8039000000000005,-1.5541
TRN-0927,29.9956,79.3101,32.0155,17.061,18.8294,18.2246,23.9815,35.0363,Invalid,0.6048000000000009,-5.152100000000001,-5.756900000000002
TRN-0952,19.9942,26.8465,29.7538,57.0471,11.6796,10.6768,15.1548,40.8558,Valid,1.0028000000000006,-3.475199999999999,-4.478
TRN-0608,23.0912,102.831,33.9404,27.2584,17.0564,18.1608,20.6736,35.8498,Valid,-1.1043999999999983,-3.6172000000000004,-2.512800000000002
TRN-0212,28.1417,37.9691,30.4029,8.6425,15.5882,13.9026,20.4289,63.8414,Valid,1.6856000000000009,-4.840699999999998,-6.526299999999999
TRN-0480,27.322,76.3904,41.6053,33.0416,17.5094,17.3568,22.1297,45.2954,Valid,0.15259999999999962,-4.6203,-4.7729
TRN-0904,27.5889,104.0795,31.2045,10.8247,19.3299,19.5557,23.7529,57.4735,Valid,-0.2258000000000031,-4.423000000000002,-4.197199999999999
TRN-0607,31.6984,85.383,34.2637,43.8615,20.6039,19.7762,26.059,39.3149,Valid,0.8277000000000001,-5.455100000000002,-6.282800000000002
TRN-0855,18.223,90.6313,43.6143,44.7851,14.0844,15.6534,17.2858,55.8555,Valid,-1.568999999999999,-3.201399999999998,-1.6323999999999987
TRN-0879,11.3702,44.4605,35.0734,18.8139,7.6823,8.5735,9.4497,32.7382,Valid,-0.8911999999999995,-1.7674000000000003,-0.8762000000000008
TRN-0667,20.5759,66.0268,39.7271,8.0398,13.5048,14.0092,16.7079,49.4543,Valid,-0.5044000000000004,-3.203099999999999,-2.6986999999999988
TRN-0232,25.2036,28.9334,44.802,5.7853,13.8939,12.7363,18.2984,27.0032,Valid,1.1576000000000004,-4.4045000000000005,-5.562100000000001
TRN-0299,10.8536,90.8684,43.7084,46.912,10.7011,13.351,12.6556,36.3631,Valid,-2.6499000000000006,-1.9544999999999995,0.6954000000000011
TRN-0629,14.2988,42.785,24.3751,19.3489,9.2957,9.3953,11.7582,36.5274,Valid,-0.09960000000000058,-2.4625000000000004,-2.3629
TRN-0858,12.0426,90.9269,41.1424,58.8622,11.5075,13.5628,13.7263,25.9471,Valid,-2.055299999999999,-2.2188,-0.16350000000000087
TRN-0994,31.479,66.1376,36.8939,37.3446,19.2898,18.0916,25.1163,49.7064,Valid,1.1982,-5.826499999999999,-7.024699999999999
TRN-0306,12.0896,66.764,43.546,58.8661,10.5087,11.768,12.7788,48.0543,Valid,-1.2593000000000014,-2.270100000000001,-1.0107999999999997
TRN-0654,30.356,29.8437,35.6745,25.3967,16.4481,14.2943,21.8471,51.0801,Valid,2.1538000000000004,-5.399000000000001,-7.552800000000001
TRN-0917,20.7858,80.9429,23.3754,28.3602,14.7805,15.0026,17.928,50.4003,Valid,-0.2220999999999993,-3.147500000000001,-2.9254000000000016
TRN-0231,8.9741,73.6868,34.6765,46.3911,9.1534,10.9602,11.1196,54.2336,Valid,-1.8068000000000008,-1.9662000000000006,-0.15939999999999976
TRN-0460,13.0325,36.4353,31.118,31.2438,8.8575,9.0498,11.462,46.7658,Valid,-0.19229999999999947,-2.6045,-2.4122000000000003
TRN-0492,26.974,109.1412,35.2551,20.336,19.3928,19.9942,23.712,49.4724,Valid,-0.6013999999999982,-4.319199999999999,-3.7178000000000004
TRN-0825,14.2264,65.2297,43.697,14.8851,10.7876,12.0693,13.4388,52.6319,Valid,-1.2817000000000007,-2.651200000000001,-1.3695000000000004
TRN-0279,28.1433,53.0824,26.9006,24.9433,16.5775,15.0595,21.2309,39.2582,Valid,1.5180000000000007,-4.653399999999998,-6.171399999999998
TRN-0580,20.7178,87.4295,35.0108,32.2177,15.2348,16.1487,18.891,37.4758,Valid,-0.9139000000000017,-3.6561999999999983,-2.7422999999999966
TRN-0992,20.0663,24.483,20.4949,24.4851,11.0659,9.547,14.6624,45.0741,Valid,1.5188999999999986,-3.5965000000000007,-5.115399999999999
TRN-0934,28.9521,51.5316,32.3843,17.1933,17.032,15.6461,22.026,46.7956,Valid,1.3858999999999995,-4.994,-6.379899999999999
TRN-0639,11.2055,43.5114,28.9708,11.36,7.9908,8.2359,9.713,27.978,Valid,-0.24510000000000076,-1.722199999999999,-1.4770999999999983
TRN-0925,13.0887,88.1928,20.6398,53.3602,11.8486,13.1677,14.1438,49.4543,Valid,-1.3191000000000006,-2.2952000000000012,-0.9761000000000006
TRN-0248,31.1702,18.7008,31.3748,17.3117,16.3683,13.5779,21.9244,29.7631,Valid,2.7904000000000018,-5.556099999999997,-8.346499999999999
TRN-0603,8.8562,61.272,41.5147,49.39,8.24,10.1728,10.0057,52.6683,Valid,-1.9328000000000003,-1.765699999999999,0.16710000000000136
TRN-0331,11.7783,61.7532,36.1857,44.4969,9.8411,11.0247,12.0563,42.2089,Valid,-1.1835999999999984,-2.2151999999999994,-1.031600000000001
TRN-0880,14.3554,80.7277,36.6894,42.2005,11.6525,12.9311,14.0514,43.5984,Valid,-1.2786000000000008,-2.3988999999999994,-1.1202999999999985
TRN-0957,13.6601,20.7979,28.9273,8.7786,7.6502,7.3796,9.8889,49.1654,Valid,0.27059999999999995,-2.2386999999999997,-2.5092999999999996
TRN-0049,16.6379,22.9675,37.3504,24.5539,9.2704,8.9039,12.3042,61.3833,Invalid,0.36650000000000027,-3.0337999999999994,-3.4002999999999997
TRN-0672,10.4017,94.176,42.7809,47.8004,10.658,13.2771,12.2693,48.7245,Valid,-2.6191000000000013,-1.6113,1.0078000000000014
TRN-0149,30.0603,30.6259,45.1385,20.2957,16.4249,14.5254,22.0025,63.7675,Valid,1.8995000000000015,-5.5776,-7.477100000000002
TRN-0043,26.7385,70.3804,36.3881,33.2994,17.2828,16.7397,21.7568,56.2922,Invalid,0.5431000000000026,-4.473999999999997,-5.017099999999999
TRN-0475,8.4407,29.3713,26.736,15.0339,5.5953,6.0394,7.1674,56.8469,Valid,-0.4440999999999997,-1.5720999999999998,-1.1280000000000001
TRN-0094,20.2004,33.8246,42.3345,56.0389,12.275,11.9758,16.3095,46.8705,Valid,0.2992000000000008,-4.0344999999999995,-4.3337
TRN-0699,25.3968,42.5781,45.648,32.0126,14.7369,14.0347,19.4984,26.1358,Valid,0.7021999999999995,-4.7615,-5.463699999999999
TRN-0429,18.2082,87.8108,29.2494,47.7102,14.4553,15.2315,17.5997,68.9768,Valid,-0.7762000000000011,-3.144399999999999,-2.368199999999998
TRN-0222,8.156,109.6769,19.718,56.7778,10.701,13.1576,11.8038,53.4784,Valid,-2.4566,-1.1028000000000002,1.3537999999999997
TRN-0942,19.2054,107.1021,18.0,5.8085,15.358,16.4014,25.0,52.6974,Invalid,-1.0433999999999983,-9.642,-8.598600000000001
TRN-0606,20.5377,78.2359,45.0899,11.444,14.2227,15.1222,17.7694,61.2312,Valid,-0.8994999999999997,-3.5467000000000013,-2.6472000000000016
TRN-0657,10.1548,78.9897,19.9993,20.4257,9.6,10.9935,11.063,49.5939,Valid,-1.3934999999999995,-1.463000000000001,-0.06950000000000145
TRN-0465,14.5587,27.9441,37.8851,26.3035,8.8334,8.649,11.501,65.7546,Valid,0.18440000000000012,-2.6676,-2.8520000000000003
TRN-0197,14.2408,105.479,30.9985,30.0336,13.0315,14.9384,15.307,57.4108,Valid,-1.9069000000000003,-2.275500000000001,-0.3686000000000007
TRN-0824,8.0753,73.0359,34.8506,57.1359,8.5944,10.5842,9.8138,40.2737,Valid,-1.989799999999999,-1.2194000000000003,0.7703999999999986
TRN-0564,15.1124,15.9033,29.8045,46.0193,8.8306,7.8828,11.7593,38.4735,Valid,0.9478000000000009,-2.928699999999999,-3.8765
TRN-0359,11.9906,47.9505,29.2309,20.6433,8.6461,9.3415,11.1253,55.158,Valid,-0.6953999999999994,-2.4791999999999987,-1.7837999999999994
TRN-0005,31.7051,81.847,21.9615,30.4523,20.2277,25.4034,25.5256,43.5755,Invalid,-5.175700000000003,-5.297900000000002,-0.12219999999999942
TRN-0682,22.2018,29.935,38.0634,19.593,12.7022,11.7903,0.0,45.4414,Invalid,0.9118999999999993,12.7022,11.7903
TRN-0011,10.0962,75.7603,26.4536,6.7376,9.2036,10.7256,10.7899,40.4481,Valid,-1.5220000000000002,-1.5862999999999996,-0.06429999999999936
TRN-0753,11.4114,83.2642,29.5597,22.0587,10.3796,12.1992,12.4018,45.845,Valid,-1.8195999999999994,-2.0221999999999998,-0.20260000000000034
TRN-0610,17.4596,49.3322,31.8449,47.1965,11.9265,11.6705,15.3176,17.9856,Valid,0.2560000000000002,-3.3911,-3.6471
TRN-0752,27.5321,104.1348,19.8537,20.3276,18.9002,18.7125,22.945,53.9321,Valid,0.1877000000000031,-4.044799999999999,-4.232500000000002
TRN-0472,30.5658,68.7743,28.8329,18.2417,18.7264,17.2179,23.8314,49.7545,Valid,1.5085000000000015,-5.104999999999997,-6.613499999999998
TRN-0625,9.9363,72.7565,28.4236,57.0454,9.2928,10.7725,11.2855,60.3008,Valid,-1.4797000000000011,-1.992700000000001,-0.5129999999999999
TRN-0516,25.6953,78.0962,33.7458,10.1444,16.9421,16.6385,21.2893,40.3443,Valid,0.3035999999999994,-4.347200000000001,-4.6508
TRN-0192,16.625,65.7594,25.9257,51.4749,12.474,12.7318,15.4054,44.6741,Valid,-0.2577999999999996,-2.9314,-2.6736000000000004
TRN-0593,12.9218,79.841,18.253,11.1248,10.3988,11.397,12.3804,63.657,Valid,-0.9982000000000006,-1.9816000000000003,-0.9833999999999996
TRN-0989,10.767,88.2289,31.8686,9.0143,10.0355,12.2805,11.6549,35.0607,Valid,-2.244999999999999,-1.6193999999999988,0.6256000000000004
TRN-0345,13.1113,42.1604,32.3812,21.9573,9.0446,9.4425,11.199,45.4795,Valid,-0.3978999999999999,-2.154399999999999,-1.756499999999999
TRN-0972,9.2753,83.9534,36.9842,8.8285,8.9458,11.4295,10.3373,47.968,Valid,-2.4837000000000007,-1.3915000000000006,1.0922
TRN-0611,24.2081,49.7246,37.6504,49.9756,15.0106,13.9152,19.7526,44.456,Valid,1.0953999999999997,-4.742000000000001,-5.837400000000001
TRN-0387,22.1857,108.7758,46.1122,9.3895,16.6736,18.3914,20.4109,42.2442,Valid,-1.7178000000000004,-3.737300000000001,-2.0195000000000007
TRN-0739,25.8255,92.7611,21.4121,43.8191,18.0762,17.7884,22.3099,49.4543,Valid,0.2878000000000007,-4.233699999999999,-4.5215
TRN-0385,21.4684,24.2074,51.1547,9.6704,4.2763,11.1726,15.5607,34.8294,Invalid,-6.896299999999999,-11.284400000000002,-4.388100000000001
TRN-0750,29.7969,106.9523,26.6934,41.0805,24.0889,26.7829,26.1942,58.5502,Invalid,-2.6940000000000026,-2.1052999999999997,0.5887000000000029
TRN-0903,13.3298,38.8389,36.8858,41.6901,8.9888,9.1864,11.3527,45.5143,Valid,-0.19760000000000133,-2.363900000000001,-2.1662999999999997
TRN-0738,29.8147,87.4272,30.4699,31.5319,19.7454,18.994,24.7047,50.4352,Valid,0.7514000000000003,-4.959299999999999,-5.710699999999999
TRN-0282,19.8436,19.3347,26.5655,38.0176,11.1156,9.505,14.7531,76.5468,Valid,1.6105999999999998,-3.6374999999999993,-5.248099999999999
TRN-0291,30.2047,71.6651,36.8927,13.263,16.0347,24.0258,23.2583,42.36,Invalid,-7.991099999999999,-7.223599999999998,0.7675000000000018
TRN-0778,16.604,61.3112,28.0844,31.8997,11.5426,11.8832,14.3926,45.6454,Valid,-0.34060000000000024,-2.8499999999999996,-2.5093999999999994
TRN-0484,28.1256,35.4388,27.763,31.9165,15.7323,13.6462,20.7239,46.9256,Valid,2.0861,-4.9916,-7.0777
TRN-0466,17.4179,59.3084,41.5584,39.7374,12.1441,12.6869,15.4975,69.6562,Valid,-0.5427999999999997,-3.3534000000000006,-2.810600000000001
TRN-0164,8.6726,39.93,24.607,16.2767,6.5397,7.3449,8.0776,48.1796,Valid,-0.8052000000000001,-1.5379000000000005,-0.7327000000000004
TRN-0643,19.421,64.6782,36.3881,37.1871,13.2121,13.4758,16.7204,51.2379,Valid,-0.26370000000000005,-3.508300000000002,-3.244600000000002
TRN-0822,18.6213,87.9184,42.9191,47.5586,14.297,15.3358,17.123,42.1204,Valid,-1.0388000000000002,-2.8260000000000005,-1.7872000000000003
TRN-0981,10.7595,105.278,24.2426,52.1488,11.62,13.9275,13.3055,59.7584,Valid,-2.307500000000001,-1.685500000000001,0.6219999999999999
TRN-0908,27.8591,102.5299,53.6441,24.494,19.5418,20.3744,24.2225,67.1528,Valid,-0.8326000000000029,-4.680700000000002,-3.8480999999999987
TRN-0619,26.3233,46.2621,33.3481,11.6472,15.1545,14.1351,19.8306,55.0993,Valid,1.019400000000001,-4.6761,-5.695500000000001
TRN-0725,8.1896,17.9727,30.2487,21.0372,5.1127,5.1157,6.9266,53.0493,Valid,-0.0030000000000001137,-1.8138999999999994,-1.8108999999999993
TRN-0027,13.0095,81.6662,36.1891,30.9851,10.9107,12.4719,13.212,41.6236,Valid,-1.5611999999999995,-2.3012999999999995,-0.7401
TRN-0977,30.4893,66.2271,30.3915,20.2387,18.5269,17.2667,23.8067,28.6405,Valid,1.260200000000001,-5.279799999999998,-6.539999999999999
TRN-0846,21.304,76.9652,36.8208,32.1562,14.8184,15.2216,18.4954,46.6681,Valid,-0.4032,-3.6769999999999996,-3.2737999999999996
TRN-0802,27.5341,71.2459,40.3411,26.0415,13.62775,16.6662,21.4988,30.8119,Invalid,-3.038449999999999,-7.8710499999999985,-4.832599999999999
TRN-0613,28.6824,17.4567,31.8156,44.5882,15.2978,12.6121,20.6883,30.8928,Valid,2.6857000000000006,-5.390500000000001,-8.076200000000002
TRN-0375,24.5231,33.6836,33.5914,39.5702,14.0647,12.4138,18.4652,43.0798,Valid,1.6509,-4.400499999999999,-6.051399999999999
TRN-0567,30.1268,104.773,33.1834,28.274,20.8195,20.8039,25.8688,33.5798,Valid,0.015600000000002723,-5.049299999999999,-5.0649000000000015
TRN-0661,12.8536,40.5512,40.5286,13.2647,8.3338,9.0615,10.5083,45.9673,Valid,-0.7277000000000005,-2.1745,-1.4467999999999996
TRN-0861,17.8071,15.9379,32.8941,21.6395,9.3956,8.4354,12.5726,70.5344,Valid,0.9602000000000004,-3.1769999999999996,-4.1372
TRN-0638,9.6614,48.9719,44.3368,45.4107,7.8401,9.2749,9.8958,69.2487,Valid,-1.434800000000001,-2.0557,-0.6208999999999989
TRN-0514,26.955,45.9404,34.6901,13.1187,15.7412,14.3547,20.4262,54.4091,Valid,1.3864999999999998,-4.685000000000002,-6.071500000000002
TRN-0259,23.0657,42.911,38.0517,39.6462,13.8359,12.9469,17.9174,63.5056,Valid,0.8890000000000011,-4.0815,-4.970500000000001
TRN-0933,17.3708,23.4709,18.735,59.2931,10.2461,25.0,13.3719,57.3816,Invalid,-14.7539,-3.1258,11.6281
TRN-0785,29.2826,95.2054,38.905,21.6583,19.4396,19.4103,24.0824,44.8928,Valid,0.029299999999999216,-4.642800000000001,-4.6721
TRN-0571,13.3798,108.8273,47.6743,39.2389,12.902,15.7407,14.9064,41.0039,Valid,-2.838700000000001,-2.0044000000000004,0.8343000000000007
TRN-0101,27.1641,67.3367,30.467,27.2513,16.6269,15.7919,20.9665,17.2228,Valid,0.8349999999999991,-4.339600000000001,-5.1746
TRN-0308,23.1844,42.4018,45.5385,31.0286,13.9486,13.2804,18.2066,50.251,Valid,0.6682000000000006,-4.258000000000001,-4.9262000000000015
TRN-0447,9.8677,61.8151,26.3059,40.8132,8.7661,9.7498,10.4597,49.9564,Valid,-0.9837000000000007,-1.6936,-0.7098999999999993
TRN-0354,19.99,35.7008,43.5281,16.9993,12.0356,11.3939,15.8399,48.0139,Valid,0.6417000000000002,-3.8042999999999996,-4.446
TRN-0719,9.0559,36.9234,28.2051,39.725,6.465,6.9443,7.9157,57.0223,Valid,-0.4793000000000003,-1.4507000000000003,-0.9714
TRN-0517,14.5943,18.3444,38.0527,7.3834,8.2053,8.0438,10.9748,48.0008,Valid,0.1615000000000002,-2.7695000000000007,-2.931000000000001
TRN-0956,26.9366,106.6938,40.8469,10.7934,19.0883,19.8202,23.5776,47.948,Valid,-0.7318999999999996,-4.4893,-3.7574000000000005
TRN-0200,21.7524,47.4856,43.3585,56.2893,13.7971,13.4394,17.6142,20.2815,Valid,0.35770000000000124,-3.8171,-4.174800000000001
TRN-0463,11.7153,40.6516,40.7035,20.2729,8.0814,25.0,10.1953,47.6679,Invalid,-16.918599999999998,-2.1138999999999992,14.8047
TRN-0356,29.124,78.6573,36.577,47.4556,19.0017,18.243,23.8741,45.6223,Valid,0.758700000000001,-4.872399999999999,-5.6311
TRN-0464,26.9782,71.2716,36.2753,47.2463,17.4268,16.95,22.1196,59.2423,Valid,0.4768000000000008,-4.692799999999998,-5.169599999999999
TRN-0052,23.8697,58.5274,22.4135,38.1949,15.3019,14.3016,19.6015,73.5974,Valid,1.0002999999999993,-4.299600000000002,-5.299900000000001
TRN-0737,25.7107,30.5152,20.798,16.0054,17.9853,20.3833,18.9732,50.4902,Invalid,-2.3979999999999997,-0.9878999999999998,1.4101
TRN-0549,19.3856,40.9572,26.762,34.7739,11.8918,11.2905,15.3304,44.0042,Valid,0.6013000000000002,-3.438599999999999,-4.039899999999999
TRN-0431,8.7941,46.5597,28.1436,40.9888,7.2282,8.1459,8.883,59.0783,Valid,-0.9176999999999991,-1.654799999999999,-0.7370999999999999
TRN-0565,28.6246,31.4712,26.8085,33.8995,16.1176,13.8494,21.1833,47.6235,Valid,2.2682,-5.0657,-7.3339
TRN-0660,30.2971,62.8955,39.7843,12.227,18.4755,17.1061,23.7531,51.6632,Valid,1.3693999999999988,-5.2776,-6.6469999999999985
TRN-0834,29.9178,27.4687,35.7858,58.4409,16.4282,13.9856,21.5831,49.4543,Valid,2.4426000000000005,-5.154900000000001,-7.597500000000002
TRN-0887,30.0954,88.0704,42.4991,11.1092,19.2774,19.2312,24.2806,35.2746,Valid,0.04619999999999891,-5.0032,-5.049399999999999
TRN-0336,27.8382,99.9421,33.3912,50.5934,19.2433,19.334,23.8428,53.5263,Valid,-0.09069999999999823,-4.599499999999999,-4.508800000000001
TRN-0023,22.4988,39.379,38.3371,24.9876,13.1943,12.3976,17.2618,37.9205,Valid,0.7966999999999995,-4.067500000000001,-4.8642
TRN-0305,18.9752,39.1127,26.3426,46.8886,11.9802,1.0,15.6456,31.5284,Invalid,10.9802,-3.6654,-14.6456
TRN-0536,22.9458,45.7975,30.2669,21.8424,13.6546,12.8831,17.8131,49.1447,Valid,0.7714999999999996,-4.158499999999998,-4.929999999999998
TRN-0261,18.2851,75.3805,29.9432,58.338,13.6212,14.0408,16.7649,51.2372,Valid,-0.41960000000000086,-3.143700000000001,-2.7241
TRN-0271,23.8412,94.0763,38.9754,13.1617,16.5737,17.2782,20.4146,30.579,Valid,-0.7044999999999995,-3.8409000000000013,-3.136400000000002
TRN-0827,12.4842,86.4182,28.5048,20.0729,11.1338,12.8196,13.3905,38.961,Valid,-1.6857999999999986,-2.2566999999999986,-0.5709
TRN-0148,11.8673,90.6809,39.2761,29.6365,7.3021,8.4665,12.8879,42.136,Invalid,-1.1643999999999997,-5.5858,-4.4214
TRN-0916,15.83,22.3854,29.3857,34.8222,9.3427,8.7621,12.3496,43.3537,Valid,0.5806000000000004,-3.0069,-3.5875000000000004
TRN-0691,16.0726,89.5872,44.0183,27.2199,13.0883,14.6408,15.8388,43.9082,Valid,-1.5525000000000002,-2.7505000000000006,-1.1980000000000004
TRN-0915,15.1802,54.6068,48.181,36.2376,10.7723,11.6684,13.9383,46.0319,Valid,-0.8961000000000006,-3.1660000000000004,-2.2699
TRN-0497,22.7015,51.4484,30.3053,42.1301,14.3641,13.524,18.3201,67.2977,Valid,0.8401000000000014,-3.9559999999999995,-4.796100000000001
